image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
1,a building with windows and a sign,5,3,2,0,1,"['a building with windows and a file', 'a building with windows and a proof', 'a building with loop and a sign', 'a building with application and a sign', 'a tower with windows and a sign']",1.0,2.0,774.0,536.0
30,"curtains near a window, with a picture taken at the window",5,3,2,0,1,"['cans near a window, with a picture taken at the window', 'curtains near a cornice, with a picture taken at the window', 'light near a window, with a picture taken at the window', 'curtains near a window, with a work taken at the window', 'glass near a window, with a picture taken at the window']",154.0,47.0,303.0,362.0
32,cups on a shelf and door,5,3,2,0,1,"['cups on a shelf and wall', 'box on a shelf and door', 'cups on a shelf and hatch', 'cups on a stove and door', 'cups on a bar and door']",254.0,0.0,169.0,315.0
37,flowers near a chair with pillows on it,5,3,2,0,1,"['flowers at a chair with pillows on it', 'flowers near a chair with panel on it', 'flowers near a chair with rat on it', 'flowers over a chair with pillows on it', 'flowers near a bed with pillows on it']",0.0,192.0,278.0,406.0
40,a shelf with books in the background,5,3,2,0,1,"['a shelf with books in the air', 'a shelf with magazine in the background', 'a shelf with books under the background', 'a shelf with books in the office', 'a shelf with printing in the background']",0.0,1.0,557.0,473.0
45,a suv in an intersection with a line,5,3,2,0,1,"['a suv over an intersection with a line', 'a suv in an intercept with a line', 'a suv in an intersection with a flank', 'a suv around an intersection with a line', 'a suv in an intersection with a center']",255.0,224.0,544.0,376.0
47,flags` and a sign on a building,5,3,2,0,1,"['flags` and a sign on a cross', 'flags` and a sign inside a building', 'flags` and a sign across a building', 'flags` and a sign on a wall', 'flags` and a file on a building']",18.0,9.0,261.0,262.0
48,a planter for trees and plants,5,3,2,0,1,"['a planter for trees and house', 'a sculptor for trees and plants', 'a planter for fern and plants', 'a planter for trees and park', 'a source for trees and plants']",136.0,69.0,410.0,402.0
55,bike next to a building with windows,5,3,2,0,1,"['car next to a building with windows', 'bike next to a building with supervisor', 'bike next to a buildunderg with windows', 'bike next to a bar with windows', 'machine next to a building with windows']",180.0,8.0,580.0,417.0
56,two windows on a building,5,3,2,0,1,"['two windows on a hill', 'two horses on a building', 'two racks on a building', 'two windows below a building', 'two windows on a platform']",0.0,1.0,410.0,450.0
