image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
1,a car parked on a street next to a tree. the street has a parking meter and a lamp post. there are bikes near the tree.,11,6,5,0,1,"['a car parked on a sbananat next to a tree. the street has a parking meter and a lamp post. there are bikes near the tree.', 'a car parked on a street next to a tree. the street has a parking meter and a lamp post. there are truck near the tree.', 'a car parked on a street next to a tree. the street has a parking meter and a lamp post. there are bikes on the tree.', 'a car parked on a street next to a tree. the street has a parking meter and a lamp post. there are automobile near the tree.', 'a car parked on a street next to a tree. the street has a parking meter and a lamp post. there are bikes in the tree.']",249.0,0.0,550.0,516.0
2,a tree-lined road with a man at a crosswalk,11,6,5,0,1,"['a tree-lined path with a man at a crosswalk', 'a tree-lined road with a man at a entrance', 'a cactus-lined road with a man at a crosswalk', 'a tree-lined road with a family at a crosswalk', 'a tobacco-lined road with a man at a crosswalk']",0.0,146.0,466.0,454.0
9,"shelves with books and a baby on them, against a wall with a corkboard and posters",11,6,5,0,1,"['shelves with books and a baby on them, against a wall with a tombstone and posters', 'shelves with books and a baby under them, against a wall with a corkboard and posters', 'shelves with books and a granddaughter on them, against a wall with a corkboard and posters', 'shelves with books and a baby on them, against a wall with a corkboard and sound', 'shelves with books and a baby on them, against a nursery with a corkboard and posters']",22.0,120.0,243.0,351.0
37,"a table with a glass, plate, apples in a bowl, and books",11,7,4,0,3,"['a garland with a glass, plate, apples in a bowl, and books', 'a table with a medium, plate, apples in a bowl, and books', 'a table with a glass, plate, onion in a bowl, and books', 'a table with a food, plate, apples in a bowl, and books', 'a table with a glass, plate, grape in a bowl, and books']",352.0,287.0,447.0,245.0
64,a windmill with three blades in front of a tree,11,6,5,0,1,"['a windmill with three bloom in front of a tree', 'a windmill with three blades in front of a bush', 'a windmill with three blades in frundert of a tree', 'a windmill with three styles in front of a tree', 'a windmill with three blades in frbelowt of a tree']",217.0,35.0,300.0,372.0
82,"a coffee maker on a counter with a washing machine and dishwasher under the counter, cabinets above the counter, and a sink on the counter",11,6,5,0,1,"['a coffee maker under a counter with a washing machine and dishwasher under the counter, cabinets above the counter, and a sink on the counter', 'a coffee maker across a counter with a washing machine and dishwasher under the counter, cabinets above the counter, and a sink on the counter', 'a coffee maker on a counter with a washing machine and microwave under the counter, cabinets above the counter, and a sink on the counter', 'a coffee maker on a counter with a washing machine and dishwasher under the counter, dresser above the counter, and a sink on the counter', 'a coffee maker on a stand with a washing machine and dishwasher under the counter, cabinets above the counter, and a sink on the counter']",1.0,26.0,382.0,572.0
94,"a plate with grapes, a grape, shrimp, fruit, and eggs on it",11,6,5,0,1,"['a plate with grapes, a grape, shrimp, bud, and eggs on it', 'a plate with grapes, a grape, shrimp, fruit, and tea on it', 'a plate with grapes, a grape, butter, fruit, and eggs on it', 'a plate with coffee, a grape, shrimp, fruit, and eggs on it', 'a plate with grapes, a grape, liver, fruit, and eggs on it']",98.0,36.0,317.0,300.0
98,"a cardboard under a pan, and a deep dish pizza in the pan. the pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.",11,4,4,3,1,"['a cardboard under a pot, and a deep dish pizza in the pan. the pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.', 'a cardboard under a pan, and a deep dish pizza under the pan. the pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.', 'a cardboard under a pan, and a deep dish pizza in the pan. the pan is filled with the deep dish pizza and there is a kettle in the deep dish pizza.', 'a newspaper under a pan, and a deep dish pizza in the pan. the pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.', 'a cardboard under a turner, and a deep dish pizza in the pan. the pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.']",242.0,80.0,258.0,212.0
102,a building with five windows and a door,11,6,5,0,1,"['a building with five windows and a bar', 'a cellar with five windows and a door', 'a building with five basements and a door', 'a building with five windows and a hatch', 'a porch with five windows and a door']",6.0,0.0,791.0,444.0
103,five windows on a building,11,6,5,0,1,"['five windows inside a building', 'five racks on a building', 'five windows on a side', 'five windows on a row', 'five horses on a building']",106.0,178.0,361.0,201.0
136,building with a window and an archway underneath it. there is a tree outside the building and a ramp near the building. there is a person underneath the building.,11,6,5,0,1,"['building with a window and an archway underneath it. there is a tree outside the building and a ramp under the building. there is a person underneath the building.', 'building with a window and an archway underneath it. there is a tree outside the building and a ramp over the building. there is a person underneath the building.', 'building with a window and an archway underneath it. there is a tree outside the building and a balance near the building. there is a person underneath the building.', 'building with a window and an threshold underneath it. there is a tree outside the building and a ramp near the building. there is a person underneath the building.', 'building with a window and an portal underneath it. there is a tree outside the building and a ramp near the building. there is a person underneath the building.']",0.0,73.0,582.0,333.0
156,a man with two eyes and a torso. the man is standing in a room and has a hand.,11,6,5,0,1,"['a man with two eyes and a torso. the man is standing in a room and has a toe.', 'a girl with two eyes and a torso. the man is standing in a room and has a hand.', 'a man with two eyes and a torso. the man is standing in a room and has a muzzle.', 'a man with two eyes and a cheek. the man is standing in a room and has a hand.', 'a man with two eyes and a chest. the man is standing in a room and has a hand.']",2.0,1.0,637.0,477.0
271,street with cars parked on it and a fire hydrant and sidewalk next to it,11,7,4,0,3,"['street with cars parked on it and a fire hydrant and promenade next to it', 'street with cars parked across it and a fire hydrant and sidewalk next to it', 'street with cars parked below it and a fire hydrant and sidewalk next to it', 'street with tank parked on it and a fire hydrant and sidewalk next to it', 'freeway with cars parked on it and a fire hydrant and sidewalk next to it']",282.0,270.0,514.0,326.0
276,"a car with a windshield, shadow, and license plate on a street",11,6,5,0,1,"['a car with a case, shadow, and license plate on a street', 'a motorcycle with a windshield, shadow, and license plate on a street', 'a car with a windshield, shadow, and license plate on a pike', 'a car with a plate, shadow, and license plate on a street', 'a car with a windshield, shadow, and license plate on a spur']",0.0,481.0,600.0,316.0
280,a number 9 on a circle on a wall. there is a sign on the wall and shadows.,11,6,5,0,1,"['a number 9 under a circle on a wall. there is a sign on the wall and shadows.', 'a number 9 on a circle on a wall. there is a file on the wall and shadows.', 'a number 9 on a circle on a box. there is a sign on the wall and shadows.', 'a number 9 on a circle on a tombstone. there is a sign on the wall and shadows.', 'a number 9 on a circle on a wall. there is a story on the wall and shadows.']",557.0,15.0,240.0,427.0
296,"an elephant with two ears, a leg, and a tail",11,6,5,0,1,"['an elephant with two ears, a leg, and a head', 'an elephant with two ears, a leg, and a foot', 'an rat with two ears, a leg, and a tail', 'an elephant with two peniss, a leg, and a tail', 'an beaver with two ears, a leg, and a tail']",245.0,2.0,554.0,486.0
303,"a building with a window, door, steps, and a bicycle chained to a pole. the building has shade.",11,7,4,0,3,"['a building with a window, door, steps, and a bicycle chained to a pole. the building refuse shade.', 'a building with a window, door, steps, and a bicycle chained to a track. the building has shade.', 'a building with a grill, door, steps, and a bicycle chained to a pole. the building has shade.', 'a building with a frame, door, steps, and a bicycle chained to a pole. the building has shade.', 'a building with a window, door, steps, and a bicycle chained to a rail. the building has shade.']",97.0,53.0,534.0,378.0
307,five windows on a building,11,6,5,0,1,"['five bucks on a building', 'five wunderdows on a building', 'five windows on a balcony', 'five wbydows on a building', 'five windows across a building']",464.0,4.0,334.0,350.0
313,a truck next to a building with a window and a door. the door has a shadow on the side,11,6,5,0,1,"['a truck next to a building with a window and a door. the door lack a shadow on the side', 'a motorcycle next to a building with a window and a door. the door has a shadow on the side', 'a truck next to a building with a window and a bar. the door has a shadow on the side', 'a truck next to a window with a window and a door. the door has a shadow on the side', 'a truck next to a wall with a window and a door. the door has a shadow on the side']",3.0,75.0,433.0,431.0
316,"a car parked on the floor with wheels, seats, a handle, and light",11,6,5,0,1,"['a car parked on the floor with wheels, seats, a crystal, and light', 'a car parked on the floor with wheels, seats, a handle, and heavy', 'a car parked on the platform with wheels, seats, a handle, and light', 'a car parked on the rear with wheels, seats, a handle, and light', 'a car parked on the floor with wheels, seats, a spare, and light']",38.0,124.0,715.0,383.0
317,"people, pole, road, scooter on road, and cars near a building",11,6,5,0,1,"['people, pole, road, scooter across road, and cars near a building', 'people, pole, road, scooter on road, and bike near a building', 'people, pole, road, launch on road, and cars near a building', 'people, pole, road, scooter on road, and cars over a building', 'people, track, road, scooter on road, and cars near a building']",1.0,4.0,798.0,559.0
349,four windows on a wall; a chair against the wall,11,6,5,0,1,"['four windows inside a wall; a chair against the wall', 'four frames on a wall; a chair against the wall', 'four windows on a screen; a chair against the wall', 'four horses on a wall; a chair against the wall', 'four windows on a terrace; a chair against the wall']",0.0,221.0,291.0,212.0
355,"a building with a round sign and a red and white sign, and an oval sign on the building",11,4,3,4,1,"['a building with a round sign and a red and white sign, and an oval sign below the building', 'a building with a round sign and a red and orange sign, and an oval sign on the building', 'a building with a round sign and a red and white sign, and an oval sign under the building', 'a building with a round sign and a black and white sign, and an oval sign on the building', 'a building with a round history and a red and white sign, and an oval sign on the building']",8.0,0.0,431.0,346.0
379,"a microwave, a bottle of soap, a pitcher, and a sponge on a counter",11,6,5,0,1,"['a microwave, a bowl of soap, a pitcher, and a sponge on a counter', 'a line, a bottle of soap, a pitcher, and a sponge on a counter', 'a microwave, a bottle of soap, a pitcher, and a sponge on a bench', 'a microwave, a bottle of soap, a pitcher, and a sponge on a cot', 'a ray, a bottle of soap, a pitcher, and a sponge on a counter']",92.0,123.0,687.0,403.0
442,"a skull with feathers attached to it, flowers around it, ribbons hanging on the wall, and plates hanging on the wall",11,6,5,0,1,"['a skull with feathers attached to it, flowers in it, ribbons hanging on the wall, and plates hanging on the wall', 'a rib with feathers attached to it, flowers around it, ribbons hanging on the wall, and plates hanging on the wall', 'a skull with feathers attached to it, flowers around it, ribbons hanging on the rim, and plates hanging on the wall', 'a skull with string attached to it, flowers around it, ribbons hanging on the wall, and plates hanging on the wall', 'a skull with feathers attached to it, flowers around it, stuff hanging on the wall, and plates hanging on the wall']",64.0,55.0,333.0,561.0
453,a shadow of a doorway on a building. there is a person in front of the building and another person and a man to the right of the shadow.,11,7,4,0,3,"['a shadow of a doorway on a building. there is a person in front of the building and another person and a light to the right of the shadow.', 'a shadow of a gateway on a building. there is a person in front of the building and another person and a man to the right of the shadow.', 'a shadow of a doorway on a floor. there is a person in front of the building and another person and a man to the right of the shadow.', 'a shadow of a doorway inside a building. there is a person in front of the building and another person and a man to the right of the shadow.', 'a shadow of a archway on a building. there is a person in front of the building and another person and a man to the right of the shadow.']",7.0,0.0,788.0,599.0
