image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
5,"keyboard, computer monitor, printer, and fax machine on a desk, with a chair against the wall.",12,7,5,0,2,"['keyboard, computer monitor, printer, and fax machine on a desk, with a chair against the hall.', 'keyboard, computer monitor, printer, and fax machine on a desk, with a desk against the wall.', 'keyboard, computer monitor, printer, and fax machine on a desk, with a chair against the frame.', 'keyboard, computer monitor, printer, and fax machine on a desk, with a dresser against the wall.', 'keyboard, computer monitor, clerk, and fax machine on a desk, with a chair against the wall.']",120.0,9.0,673.0,589.0
6,"a glass of water on a counter with an apple, a bag of food, and a chair with a leg.",12,7,5,0,2,"['a glass of water inside a counter with an apple, a bag of food, and a chair with a leg.', 'a glass of water on a counter with an apple, a bag of food, and a chair with a thigh.', 'a glass of water on a counter with an apple, a box of food, and a chair with a leg.', 'a glass of water on a counter with an grape, a bag of food, and a chair with a leg.', 'a plastic of water on a counter with an apple, a bag of food, and a chair with a leg.']",0.0,0.0,799.0,531.0
8,man with a hand on a keyboard in front of a cpu. there is a mouse on the desk and a dish on top of the cpu.,12,7,5,0,2,"['man with a hand on a keyboard in front of a phone. there is a mouse on the desk and a dish on top of the cpu.', 'man with a hand below a keyboard in front of a cpu. there is a mouse on the desk and a dish on top of the cpu.', 'type with a hand on a keyboard in front of a cpu. there is a mouse on the desk and a dish on top of the cpu.', 'man with a hand on a keyboard in front of a cpu. there is a mouse on the counter and a dish on top of the cpu.', 'man with a hand on a keyboard in front of a camera. there is a mouse on the desk and a dish on top of the cpu.']",27.0,254.0,544.0,344.0
11,computer on a desk with a mouse and cup. there is a computer tower below the desk and lint on the floor.,12,7,5,0,2,"['computer on a desk with a mouse and cup. there is a computer tower below the desk and tablet on the floor.', 'light on a desk with a mouse and cup. there is a computer tower below the desk and lint on the floor.', 'computer on a desk with a mouse and hardware. there is a computer tower below the desk and lint on the floor.', 'computer on a desk with a mouse and cup. there is a computer tower below the desk and marble on the floor.', 'computer on a desk with a mouse and alarm. there is a computer tower below the desk and lint on the floor.']",8.0,16.0,597.0,517.0
13,"a rolodex, desk, chair, monitor, and book on a desk. there is a picture of a baby propped up against the monitor.",12,7,5,0,2,"['a rolodex, desk, chair, monitor, and book on a desk. there is a picture of a granddaughter propped up against the monitor.', 'a rolodex, desk, chair, mbelowitor, and book on a desk. there is a picture of a baby propped up against the monitor.', 'a rolodex, desk, console, monitor, and book on a desk. there is a picture of a baby propped up against the monitor.', 'a rolodex, desk, chair, monitor, and book on a desk. there is a picture of a grandson propped up against the monitor.', 'a rolodex, desk, chair, monitor, and book on a desk. there is a drawing of a baby propped up against the monitor.']",3.0,53.0,796.0,544.0
14,"envelope, soda cup, book, and pen on a desk next to a computer monitor. there is a picture on the desk.",12,7,5,0,2,"['envelope, soda cup, book, and pen on a box next to a computer monitor. there is a picture on the desk.', 'envelope, soda cup, printing, and pen on a desk next to a computer monitor. there is a picture on the desk.', 'envelope, soda cup, book, and comb on a desk next to a computer monitor. there is a picture on the desk.', 'envelope, soda cup, book, and pen on a desk next to a computer monitor. there is a newspaper on the desk.', 'purse, soda cup, book, and pen on a desk next to a computer monitor. there is a picture on the desk.']",2.0,6.0,797.0,593.0
16,"man and people on a sidewalk next to a parking meter. a boy is walking on a street, and he has a jacket on.",12,7,5,0,2,"['man and people on a boardwalk next to a parking meter. a boy is walking on a street, and he has a jacket on.', 'man and people on a sidewalk next to a parking meter. a boy is walking on a trail, and he has a jacket on.', 'light and people on a sidewalk next to a parking meter. a boy is walking on a street, and he has a jacket on.', 'man and people on a sidewalk next to a parking meter. a woman is walking on a street, and he has a jacket on.', 'man and people on a mall next to a parking meter. a boy is walking on a street, and he has a jacket on.']",11.0,165.0,778.0,423.0
19,there is tape on the wall and a pipe. the tape is holding cords and there is another piece of tape on the wall.,12,7,5,0,3,"['there is tape on the box and a pipe. the tape is holding cords and there is another piece of tape on the wall.', 'there is tape below the wall and a pipe. the tape is holding cords and there is another piece of tape on the wall.', 'there is tape on the wall and a pipe. the tape is holding underwear and there is another piece of tape on the wall.', 'there is tape on the wall and a chimney. the tape is holding cords and there is another piece of tape on the wall.', 'there is tape across the wall and a pipe. the tape is holding cords and there is another piece of tape on the wall.']",64.0,2.0,725.0,378.0
21,girl next to woman. woman wearing tshirt. picture in album. photo in album. album on lap.,12,7,5,0,2,"['girl next to woman. woman wearing tshirt. picture in box. photo in album. album on lap.', 'girl next to woman. woman wearing tshirt. picture in album. book in album. album on lap.', 'lady next to woman. woman wearing tshirt. picture in album. photo in album. album on lap.', 'girl next to woman. woman wearing tshirt. picture in album. photo in album. album on stick.', 'girl next to woman. woman weararoundg tshirt. picture in album. photo in album. album on lap.']",2.0,9.0,190.0,240.0
30,"stand with handles and advertisements, with a tv resting on top of three drawers. the surface of the tv has a reflection, and there is a sign on top of the stand.",12,7,5,0,2,"['elevator with handles and advertisements, with a tv resting on top of three drawers. the surface of the tv has a reflection, and there is a sign on top of the stand.', 'stand with handles and advertisements, with a tv resting on top of three drawers. the surface of the tv refuse a reflection, and there is a sign on top of the stand.', 'stand with handles and advertisements, with a radio resting on top of three drawers. the surface of the tv has a reflection, and there is a sign on top of the stand.', 'stand with handles and material, with a tv resting on top of three drawers. the surface of the tv has a reflection, and there is a sign on top of the stand.', 'stand with handles and advertisements, with a tv resting on top of three drawers. the surface of the tv has a reflection, and there is a case on top of the stand.']",445.0,27.0,341.0,570.0
