image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
26,a statue in an outdoor scene with trees and buildings,8,4,3,1,1,"['a bust in an outdoor scene with trees and buildings', 'a statue around an outdoor scene with trees and buildings', 'a relief in an outdoor scene with trees and buildings', 'a statue in an outdoor place with trees and buildings', 'a statue in an outdoor scene with ivy and buildings']",9.0,8.0,787.0,588.0
49,"street with signs and buildings lining it, and the sky near the buildings",8,4,4,0,1,"['expressway with signs and buildings lining it, and the sky near the buildings', 'street with signs and clothing lining it, and the sky near the buildings', 'street with signs and buildings lining it, and the helium near the buildings', 'street with signs and buildings lining it, and the sky in the buildings', 'street with history and buildings lining it, and the sky near the buildings']",2.0,0.0,596.0,797.0
70,empty black leather chairs in room,8,4,2,2,2,"['empty black leather chairs in nave', 'empty red leather chairs in room', 'empty black leather bench in room', 'full black leather chairs in room', 'empty black leather chairs in center']",100.0,58.0,500.0,381.0
117,"a painting on a building, with light on the building, and the building on a wall",8,5,3,0,2,"['a sculpture on a building, with light on the building, and the building on a wall', 'a painting on a building, with light on the building, and the building on a house', 'a view on a building, with light on the building, and the building on a wall', 'a painting across a building, with light on the building, and the building on a wall', 'a painting on a window, with light on the building, and the building on a wall']",10.0,1.0,786.0,548.0
183,"chair holding a booster, with another seat and another seat in the chair",8,5,3,0,2,"['chair holding a booster, with another key and another seat in the chair', 'chair holding a client, with another seat and another seat in the chair', 'chair holding a child, with another seat and another seat in the chair', 'chair holdoverg a booster, with another seat and another seat in the chair', 'chair holdaroundg a booster, with another seat and another seat in the chair']",158.0,161.0,318.0,352.0
188,"a park in a tree and another tree next to another park, and another tree next to another park",8,5,3,0,2,"['a patch in a tree and another tree next to another park, and another tree next to another park', 'a park over a tree and another tree next to another park, and another tree next to another park', 'a park under a tree and another tree next to another park, and another tree next to another park', 'a park in a clover and another tree next to another park, and another tree next to another park', 'a field in a tree and another tree next to another park, and another tree next to another park']",2.0,103.0,591.0,476.0
199,a salad and sandwich on a plate with a fork,8,4,4,0,1,"['a soup and sandwich on a plate with a fork', 'a salad and sandwich on a third with a fork', 'a salad and sandwich inside a plate with a fork', 'a salad and sandwich across a plate with a fork', 'a salad and sandwich on a plate with a cup']",2.0,82.0,276.0,292.0
222,"a building with a road shade and a rough texture, and an archway in front of the building",8,4,3,1,1,"['a building with a road shade and a rough form, and an archway in front of the building', 'a building with a road shade and a rough structure, and an archway in front of the building', 'a stone with a road shade and a rough texture, and an archway in front of the building', 'a building with a road shade and a smooth texture, and an archway in front of the building', 'a building with a road shade and a rough texture, and an door in front of the building']",114.0,121.0,260.0,371.0
243,"a car with a tag on the back, a door, and a sign",8,5,3,0,2,"['a car with a tag below the back, a door, and a sign', 'a truck with a tag on the back, a door, and a sign', 'a car with a logo on the back, a door, and a sign', 'a car with a tag on the back, a door, and a case', 'a car with a tag on the back, a wall, and a sign']",0.0,258.0,456.0,504.0
265,a flower on another flower with a center in the another flower and a petal on the another flower,8,4,4,0,1,"['a flower on another flower with a center around the another flower and a petal on the another flower', 'a flower on another flower with a corner in the another flower and a petal on the another flower', 'a flower under another flower with a center in the another flower and a petal on the another flower', 'a flower below another flower with a center in the another flower and a petal on the another flower', 'a flower on another flower with a space in the another flower and a petal on the another flower']",56.0,3.0,429.0,406.0
287,a man standing in front of a black store on a road with lines,8,4,3,1,1,"['a man standing in front of a black store on a door with lines', 'a man standing in front of a black casino on a road with lines', 'a man standoverg in front of a black store on a road with lines', 'a man standing in front of a green store on a road with lines', 'a man standing in frbelowt of a black store on a road with lines']",2.0,460.0,596.0,338.0
327,a person wearing pants and a car parked on a street with buildings lining it.,8,5,3,0,2,"['a person wearing pants and a truck parked on a street with buildings lining it.', 'a person wearing pants and a car parked on a freeway with buildings lining it.', 'a dwarf wearing pants and a car parked on a street with buildings lining it.', 'a person wearing pants and a cat parked on a street with buildings lining it.', 'a person wearing briefs and a car parked on a street with buildings lining it.']",44.0,90.0,754.0,500.0
340,"a window on a building, with another window on the building to the left, and another window on the building to the right",8,4,3,1,1,"['a foot on a building, with another window on the building to the left, and another window on the building to the right', 'a window on a balcony, with another window on the building to the left, and another window on the building to the right', 'a walker on a building, with another window on the building to the left, and another window on the building to the right', 'a window on a corner, with another window on the building to the left, and another window on the building to the right', 'a window under a building, with another window on the building to the left, and another window on the building to the right']",3.0,53.0,603.0,313.0
356,people and a car on a road near a sidewalk with a sign above the people,8,5,3,0,2,"['people and a car on a hill near a sidewalk with a sign above the people', 'people and a car on a road near a mall with a sign above the people', 'people and a car on a road across a sidewalk with a sign above the people', 'field and a car on a road near a sidewalk with a sign above the people', 'people and a car on a road near a promenade with a sign above the people']",50.0,108.0,588.0,480.0
390,a board with pictures and a thumb in it,8,5,3,0,2,"['a board with pictures and a left in it', 'a board with knitting and a thumb in it', 'a jury with pictures and a thumb in it', 'a board with pictures and a right in it', 'a board with pictures and a thumb over it']",483.0,3.0,315.0,358.0
401,a sign on a building with bricks,8,4,4,0,1,"['a imprint on a building with bricks', 'a sign inside a building with bricks', 'a sign on a building with types', 'a sign on a column with bricks', 'a sign on a building with water']",2.0,0.0,379.0,454.0
437,a window on a building with a sign next to it. there is another window on the building,8,4,3,1,1,"['a grill on a building with a sign next to it. there is another window on the building', 'a window on a building with a history next to it. there is another window on the building', 'a window on a building with a case next to it. there is another window on the building', 'a frame on a building with a sign next to it. there is another window on the building', 'a window inside a building with a sign next to it. there is another window on the building']",256.0,0.0,542.0,356.0
460,"a window on a building, with a sign and a cow in front of it",8,5,3,0,2,"['a window inside a building, with a sign and a cow in front of it', 'a window on a building, with a sign and a grade in front of it', 'a buck on a building, with a sign and a cow in front of it', 'a window on a side, with a sign and a cow in front of it', 'a window on a wall, with a sign and a cow in front of it']",29.0,16.0,447.0,358.0
462,a sign in front of a house and another sign on a pole with an arrow on it,8,5,3,0,3,"['a sign in front of a house and another sign on a bow with an arrow on it', 'a sign in front of a school and another sign on a pole with an arrow on it', 'a sign in frbelowt of a house and another sign on a pole with an arrow on it', 'a chronicle in front of a house and another sign on a pole with an arrow on it', 'a sign in front of a house and another sign on a pole with an dagger on it']",138.0,79.0,187.0,300.0
483,a man is riding a bicycle; there are two other men riding bicycles,8,4,3,1,1,"{'a man is riding a car; there are two other men riding bicycles', 'a man is riding a bicycle; there are two same men riding bicycles', 'a youth is riding a bicycle; there are two other men riding bicycles', 'a man is riding a cart; there are two other men riding bicycles', 'a passenger is riding a bicycle; there are two other men riding bicycles'}",54.0,186.0,232.0,413.0
494,"a lamp and a tv with a remote on it, and a chair behind the tv",8,4,4,0,1,"['a lamp and a reception with a remote on it, and a chair behind the tv', 'a lamp and a tv with a box on it, and a chair behind the tv', 'a mirror and a tv with a remote on it, and a chair behind the tv', 'a lamp and a tv with a remote on it, and a couch behind the tv', 'a lamp and a tv with a remote under it, and a chair behind the tv']",2.0,197.0,367.0,277.0
494,"a bucket on a tray, with glasses near the bucket, and a menu on the dresser.",8,5,3,0,2,"['a bucket on a basin, with glasses near the bucket, and a menu on the dresser.', 'a bucket on a tray, with glasses in the bucket, and a menu on the dresser.', 'a bowl on a tray, with glasses near the bucket, and a menu on the dresser.', 'a bucket across a tray, with glasses near the bucket, and a menu on the dresser.', 'a bucket on a tray, with tape near the bucket, and a menu on the dresser.']",197.0,377.0,412.0,221.0
495,a metal lamp with a power wire and a white shade in a curtain,8,4,3,1,1,"['a metal lamp with a power wire and a white shade in a drawer', 'a metal lamp with a power wire and a white shade by a curtain', 'a metal lamp with a power wire and a white shade under a curtain', 'a metal lamp with a power wire and a white shade in a box', 'a metal lamp with a power wire and a black shade in a curtain']",427.0,12.0,367.0,586.0
524,oven has handle. handle on oven. window on oven. microwave above oven.,8,4,4,0,1,"['oven has handle. handle on oven. grill on oven. microwave above oven.', 'disposal has handle. handle on oven. window on oven. microwave above oven.', 'oven has handle. handle on oven. window on oven. microwave in oven.', 'oven has roach. handle on oven. window on oven. microwave above oven.', 'oven has handle. handle under oven. window on oven. microwave above oven.']",222.0,4.0,321.0,595.0
563,a shelf above a counter with a microwave on it and a sticker attached to the microwave,8,5,3,0,2,"['a shelf above a bed with a microwave on it and a sticker attached to the microwave', 'a shelf near a counter with a microwave on it and a sticker attached to the microwave', 'a shelf above a counter with a ray on it and a sticker attached to the microwave', 'a shelf above a counter with a microwave on it and a beard attached to the microwave', 'a stand above a counter with a microwave on it and a sticker attached to the microwave']",0.0,18.0,254.0,223.0
668,"a person wearing a cap and another person standing on the sidewalk, and another person on the sidewalk",8,5,3,0,2,"['a person wearing a suit and another person standing on the sidewalk, and another person on the sidewalk', 'a person wearing a dress and another person standing on the sidewalk, and another person on the sidewalk', 'a person wearing a cap and another person standing on the mall, and another person on the sidewalk', 'a vehicle wearing a cap and another person standing on the sidewalk, and another person on the sidewalk', 'a persacross wearing a cap and another person standing on the sidewalk, and another person on the sidewalk']",49.0,260.0,544.0,327.0
738,a duck in water and two ducks by a pond,8,5,3,0,2,"['a duck above water and two ducks by a pond', 'a duck in water and two ducks at a pond', 'a duck by water and two ducks by a pond', 'a duck in soda and two ducks by a pond', 'a duck in water and two ducks around a pond']",138.0,0.0,504.0,396.0
751,a man with a watch on his wrist and another watch on his other wrist,8,5,2,1,3,"['a man with a watch on his shoulder and another watch on his other wrist', 'a man with a watch on his wrist and ansame watch on his other wrist', 'a patient with a watch on his wrist and another watch on his other wrist', 'a man with a clock on his wrist and another watch on his other wrist', 'a man with a watch on his elbow and another watch on his other wrist']",346.0,4.0,249.0,206.0
782,a tree next to a house with a lattice and a window on the wall,8,5,3,0,2,"['a shrub next to a house with a lattice and a window on the wall', 'a tree next to a house with a plan and a window on the wall', 'a tree next to a house with a lattice and a window on the patio', 'a tree next to a house with a lattice and a window on the park', 'a tree next to a house with a lattice and a window below the wall']",339.0,3.0,460.0,389.0
787,a car near a road with snow and a building below the sky,8,5,3,0,2,"['a car on a road with snow and a building below the sky', 'a car near a road with snow and a building below the neon', 'a car near a road with snow and a figure below the sky', 'a car near a corner with snow and a building below the sky', 'a car near a road with snow and a window below the sky']",17.0,0.0,759.0,590.0
