image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
60,"a moped with a tire and seat, and a license plate",8,4,4,0,1,"['a moped with a tire and scooter, and a license plate', 'a moped with a scooter and seat, and a license plate', 'a license plate with a tire and seat, and a moped', 'a scooter with a tire and seat, and a license plate', 'a moped with a tire and seat, and a scooter']",277.0,270.0,195.0,310.0
327,a person wearing pants and a car parked on a street with buildings lining it.,8,5,3,0,2,"['a car wearing pants and a person parked on a street with buildings lining it.', 'a person wearing street and a car parked on a pants with buildings lining it.', 'a person wearing buildings and a car parked on a street with pants lining it.', 'a person wearing pants and a buildings parked on a street with car lining it.', 'a person wearing car and a pants parked on a street with buildings lining it.']",44.0,90.0,754.0,500.0
356,people and a car on a road near a sidewalk with a sign above the people,8,5,3,0,2,"['sign and a car on a road near a sidewalk with a people above the sign', 'people and a sign on a road near a sidewalk with a car above the people', 'road and a car on a people near a sidewalk with a sign above the road', 'people and a car on a sign near a sidewalk with a road above the people', 'sidewalk and a car on a road near a people with a sign above the sidewalk']",50.0,108.0,588.0,480.0
460,"a window on a building, with a sign and a cow in front of it",8,5,3,0,2,"['a cow on a building, with a sign and a window in front of it', 'a window on a sign, with a building and a cow in front of it', 'a sign on a building, with a window and a cow in front of it', 'a window on a cow, with a sign and a building in front of it', 'a building on a window, with a sign and a cow in front of it']",29.0,16.0,447.0,358.0
494,"a bucket on a tray, with glasses near the bucket, and a menu on the dresser.",8,5,3,0,2,"['a bucket on a menu, with glasses near the bucket, and a tray on the dresser.', 'a menu on a tray, with glasses near the menu, and a bucket on the dresser.', 'a bucket on a tray, with dresser near the bucket, and a menu on the glasses.', 'a bucket on a tray, with glasses near the bucket, and a dresser on the menu.', 'a dresser on a tray, with glasses near the dresser, and a menu on the bucket.']",197.0,377.0,412.0,221.0
524,oven has handle. handle on oven. window on oven. microwave above oven.,8,4,4,0,1,"['oven has microwave. microwave on oven. window on oven. handle above oven.', 'oven has handle. handle above oven. window above oven. microwave on oven.', 'microwave has handle. handle on microwave. window on microwave. oven above microwave.', 'oven above handle. handle on oven. window on oven. microwave has oven.', 'window has handle. handle on window. oven on window. microwave above window.']",222.0,4.0,321.0,595.0
563,a shelf above a counter with a microwave on it and a sticker attached to the microwave,8,5,3,0,2,"['a sticker above a counter with a microwave on it and a shelf attached to the microwave', 'a shelf above a counter with a sticker on it and a microwave attached to the sticker', 'a microwave above a counter with a shelf on it and a sticker attached to the shelf', 'a counter above a shelf with a microwave on it and a sticker attached to the microwave', 'a shelf above a microwave with a counter on it and a sticker attached to the counter']",0.0,18.0,254.0,223.0
817,"a dumpster filled with wood, a sign hanging on the building, and people walking by the building",8,5,3,0,2,"['a dumpster filled with building, a sign hanging on the wood, and people walking by the wood', 'a dumpster filled with wood, a sign walking by the building, and people hanging on the building', 'a dumpster filled with people, a sign hanging on the building, and wood walking by the building', 'a building filled with wood, a sign hanging on the dumpster, and people walking by the dumpster', 'a dumpster filled with wood, a sign hanging on the people, and building walking by the people']",2.0,0.0,597.0,799.0
848,a tree with a gravel trunk and a bicycle on the sidewalk,8,5,3,0,2,"['a tree with a sidewalk trunk and a bicycle on the gravel', 'a tree with a gravel sidewalk and a bicycle on the trunk', 'a tree with a gravel trunk and a sidewalk on the bicycle', 'a tree with a bicycle trunk and a gravel on the sidewalk', 'a sidewalk with a gravel trunk and a bicycle on the tree']",173.0,1.0,625.0,596.0
994,a man in a shirt holding onto a handle on an escalator with a pillar in the background,8,5,3,0,3,"['a man in a pillar holding onto a handle on an escalator with a shirt in the background', 'a handle in a shirt holding onto a man on an escalator with a pillar in the background', 'a pillar in a shirt holding onto a handle on an escalator with a man in the background', 'a man in a handle holding onto a shirt on an escalator with a pillar in the background', 'a man in a shirt holding onto a pillar on an escalator with a handle in the background']",99.0,171.0,699.0,426.0
1017,a black artwork with a white mat in the background,8,4,2,2,2,"['a white artwork with a black mat in the background', 'a black background with a white mat in the artwork', 'a black matwork with a white art in the background', 'a black mat with a white artwork in the background', 'a black artwork with a white background in the mat']",2.0,62.0,203.0,283.0
1025,"a window on a house, bushes next to the house, and a door on the house",8,4,4,0,1,"['a window near a house, bushes next to the house, and a door on the house', 'a window next to a house, bushes on the house, and a door next to the house', 'a window on a door, bushes next to the door, and a house on the door', 'a house on a window, bushes next to the house, and a door on the house', 'a window on a bushes, house next to the bushes, and a door on the house']",61.0,22.0,331.0,220.0
1216,"a man below boxes, a table holding lemons, and boxes above lemons.",8,4,4,0,1,"['a man below boxes, a table above lemons, and boxes holding lemons.', 'a man holding boxes, a table below lemons, and boxes above lemons.', 'a man above boxes, a table holding lemons, and boxes below lemons.', 'a man below lemons, a table holding boxes, and lemons above boxes.', 'a boxes below man, a table holding lemons, and man above lemons.']",172.0,29.0,282.0,293.0
