image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
5,"keyboard, computer monitor, printer, and fax machine on a desk, with a chair against the wall.",12,7,5,0,2,"['keyboard, wall, printer, and fax machine on a desk, with a chair against the computer monitor.', 'keyboard, computer monitor, printer, and fax machine on a chair, with a desk against the wall.', 'wall, computer monitor, printer, and fax machine on a desk, with a chair against the keyboard.', 'keyboard, computer monitor, printer, and desk on a fax machine, with a chair against the wall.', 'keyboard, computer monitor, wall, and fax machine on a desk, with a chair against the printer.']",120.0,9.0,673.0,589.0
6,"a glass of water on a counter with an apple, a bag of food, and a chair with a leg.",12,7,5,0,2,"['a glass of water under a counter with an apple, a bag of food, and a chair with a leg.', 'a glass of water on a table with an apple, a bag of food, and a chair with a leg.', 'a glass of water on a table top with an apple, a bag of food, and a chair with a leg.', 'a table of water on a counter with an apple, a bag of food, and a chair with a leg.', 'a glass of water on a counter with an chair, a bag of food, and a apple with a leg.']",0.0,0.0,799.0,531.0
8,man with a hand on a keyboard in front of a cpu. there is a mouse on the desk and a dish on top of the cpu.,12,7,5,0,2,"['keyboard with a hand on a man in front of a cpu. there is a mouse on the desk and a dish on top of the cpu.', 'man with a hand on a keyboard in front of a cpu. there is a mouse on the container and a dish on top of the cpu.', 'man with a hand on a keyboard in front of a cpu. there is a computer on the desk and a dish on top of the cpu.', 'desk with a hand on a keyboard in front of a cpu. there is a mouse on the man and a dish on top of the cpu.', 'man with a hand on a guy in front of a cpu. there is a mouse on the desk and a dish on top of the cpu.']",27.0,254.0,544.0,344.0
11,computer on a desk with a mouse and cup. there is a computer tower below the desk and lint on the floor.,12,7,5,0,2,"['computer on a computer tower with a mouse and cup. there is a desk below the computer tower and lint on the floor.', 'computer on a desk with a mouse and cup. there is a table below the desk and lint on the floor.', 'lint on a desk with a mouse and cup. there is a computer tower below the desk and computer on the floor.', 'computer on a desk with a table and cup. there is a computer tower below the desk and lint on the floor.', 'computer on a cup with a mouse and desk. there is a computer tower below the cup and lint on the floor.']",8.0,16.0,597.0,517.0
13,"a rolodex, desk, chair, monitor, and book on a desk. there is a picture of a baby propped up against the monitor.",12,7,5,0,2,"['a rolodex, desk, chair, monitor, and book on a desk. there is a picture of a computer screen propped up against the monitor.', 'a rolodex, desk, chair, baby, and book on a desk. there is a picture of a monitor propped up against the baby.', 'a rolodex, desk, chair, photograph, and book on a desk. there is a picture of a baby propped up against the photograph.', 'a rolodex, desk, chair, min front ofitor, and book in front of a desk. there is a picture of a baby propped up against the min front ofitor.', 'a rolodex, desk, chair, monitor, and book on a desk. there is a picture of a photograph propped up against the monitor.']",3.0,53.0,796.0,544.0
14,"envelope, soda cup, book, and pen on a desk next to a computer monitor. there is a picture on the desk.",12,7,5,0,2,"['envelope, soda cup, desk, and pen on a book next to a computer monitor. there is a picture on the desk.', 'envelope, soda cup, photo, and pen on a desk next to a computer monitor. there is a picture on the desk.', 'envelope, soda picture, book, and pen on a desk next to a computer monitor. there is a cup on the desk.', 'table, soda cup, book, and pen on a desk next to a computer monitor. there is a picture on the desk.', 'envelope, soda cup, book, and photo on a desk next to a computer monitor. there is a picture on the desk.']",2.0,6.0,797.0,593.0
16,"man and people on a sidewalk next to a parking meter. a boy is walking on a street, and he has a jacket on.",12,7,5,0,2,"['man and street on a sidewalk next to a parking meter. a boy is walking on a people, and he has a jacket on.', 'jacket and people on a sidewalk next to a parking meter. a boy is walking on a street, and he has a man on.', 'man and people on a sidewalk next to a parking meter. a street is walking on a boy, and he has a jacket on.', 'street and people on a sidewalk next to a parking meter. a boy is walking on a man, and he has a jacket on.', 'man and people on a sidewalk next to a boy. a parking meter is walking on a street, and he has a jacket on.']",11.0,165.0,778.0,423.0
21,girl next to woman. woman wearing tshirt. picture in album. photo in album. album on lap.,12,7,5,0,2,"['girl next to woman. woman wearing album. picture in tshirt. photo in tshirt. tshirt on lap.', 'album next to woman. woman wearing tshirt. picture in girl. photo in girl. girl on lap.', 'girl next to woman. woman wearing tshirt. picture in album. photo in album. album on child.', 'top next to woman. woman wearing tshirt. picture in album. photo in album. album on lap.', 'girl next to woman. woman wearing tshirt. picture in child. photo in child. child on lap.']",2.0,9.0,190.0,240.0
30,"stand with handles and advertisements, with a tv resting on top of three drawers. the surface of the tv has a reflection, and there is a sign on top of the stand.",12,7,5,0,2,"['drawers with handles and advertisements, with a tv resting on top of three stand. the surface of the tv has a reflection, and there is a sign on top of the drawers.', 'stand with handles and advertisements, with a drawers resting on top of three tv. the surface of the drawers has a reflection, and there is a sign on top of the stand.', 'tv with handles and advertisements, with a stand resting on top of three drawers. the surface of the stand has a reflection, and there is a sign on top of the tv.', 'stand with handles and advertisements, with a sign resting on top of three drawers. the surface of the sign has a reflection, and there is a tv on top of the stand.', 'stand with handles and advertisements, with a tv resting on top of sign. the surface of the tv has a reflection, and there is a three drawers on top of the stand.']",445.0,27.0,341.0,570.0
30,"luggage and a bag lying on the floor, with chairs on top of the floor. there is a window with rails, and a table with chairs.",12,7,5,0,2,"['luggage and a railing lying on the floor, with chairs on top of the floor. there is a window with rails, and a table with chairs.', 'chairs and a bag lying on the floor, with luggage on top of the floor. there is a window with rails, and a table with luggage.', 'luggage and a bag lying on the floor, with chairs on top of the floor. there is a deck with rails, and a table with chairs.', 'luggage and a bag lying on the floor, with chairs on top of the floor. there is a window with rails, and a wood with chairs.', 'railing and a bag lying on the floor, with chairs on top of the floor. there is a window with rails, and a table with chairs.']",0.0,107.0,474.0,485.0
31,"breadbox on a shelf next to a box with kleenex. there is a canister in a drainer, and the sink is also in the drainer.",12,7,5,0,2,"['breadphoto on a shelf next to a photo with kleenex. there is a canister in a drainer, and the sink is also in the drainer.', 'breadbox on a shelf next to a box with kleenex. there is a canister in a drainer, and the flowers is also in the drainer.', 'breadbox on a canister next to a box with kleenex. there is a shelf in a drainer, and the sink is also in the drainer.', 'breadbox on a shelf next to a box with kleenex. there is a cabinet in a drainer, and the sink is also in the drainer.', 'breadbox on a shelf next to a box with kleenex. there is a canister in a drainer, and the wall is also in the drainer.']",201.0,181.0,479.0,307.0
34,"toy car on notebooks in shelf, with frames on table and printer on top of table. the table has a wheel.",12,7,5,0,2,"['toy car on notebooks in printer, with frames on table and shelf on top of table. the table has a wheel.', 'toy car on notewheel in shelf, with frames on table and printer on top of table. the table has a books.', 'toy car on notebooks in shelf, with frames on table and model car on top of table. the table has a wheel.', 'shelf on notebooks in toy car, with frames on table and printer on top of table. the table has a wheel.', 'model car on notebooks in shelf, with frames on table and printer on top of table. the table has a wheel.']",2.0,109.0,515.0,472.0
34,mouse on a table with a coffee mug and computer. there is a shelf with notebooks and a toy car on top of the notebooks.,12,7,5,0,2,"['mouse on a notebooks with a coffee mug and computer. there is a shelf with table and a toy car on top of the table.', 'mouse on a table with a coffee mug and computer. there is a shelf with notebooks and a toy car in the notebooks.', 'mouse on a table with a coffee mug and computer. there is a shelf with model car and a toy car on top of the notebooks.', 'mouse on a table with a coffee mug and computer. there is a shelf with notenotebooks and a toy car on top of the notenotebooks.', 'mouse on a shelf with a coffee mug and computer. there is a table with notebooks and a toy car on top of the notebooks.']",182.0,83.0,615.0,507.0
43,tv set on a counter with a drawer and socket near it. there are people on the tv set and a stand on the counter.,12,7,5,0,2,"['tv set on a television with a drawer and socket near it. there are people on the tv set and a stand on the television.', 'tv set on a counter with a drawer and socket near it. there are people on the tv set and a television on the counter.', 'tv set on a stand with a drawer and socket near it. there are people on the tv set and a counter on the stand.', 'tv set on a counter with a drawer and socket near it. there are television on the tv set and a stand on the counter.', 'tv set on a socket with a drawer and counter near it. there are people on the tv set and a stand on the socket.']",0.0,125.0,799.0,473.0
44,carpet on the floor with writings on a board and a chair with a table.,12,7,5,0,3,"['carpet on the eraser with writings on a board and a chair with a table.', 'carpet on the chair with writings on a board and a floor with a table.', 'carpet on the floor with stand on a board and a chair with a table.', 'carpet on the floor with writings on a dry erase marker and a chair with a table.', 'table on the floor with writings on a board and a chair with a carpet.']",4.0,82.0,794.0,517.0
47,"cars with headlights on a road with traffic lights. there is a taxi in the road, and a man on the street.",12,7,5,0,2,"['cars with headlights on a road with traffic lights. there is a street in the road, and a man on the taxi.', 'cars with headlights on a road with traffic lights. there is a taxi in the road, and a street on the man.', 'cars with man on a road with traffic lights. there is a taxi in the road, and a headlights on the street.', 'cars with headlights on a taxi with traffic lights. there is a road in the taxi, and a man on the street.', 'cars with street on a road with traffic lights. there is a taxi in the road, and a man on the headlights.']",29.0,131.0,769.0,451.0
