image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
6,"a drinking bottle with a lid and handle, on a granite",7,4,3,0,1,"['a drawer with a lid and handle, on a granite', 'a granite with a lid and handle, on a drinking bottle', 'a sports bottle with a lid and handle, on a granite', 'a drinking bottle with a sports bottle and handle, on a granite', 'a drinking bottle with a lid and handle, on a drawer']",476.0,75.0,322.0,521.0
23,a tree casting shadows on the ground with a sign mounted to the tree,7,4,3,0,1,"['a tree casting signs on the ground with a shadow mounted to the tree', 'a ground casting shadows on the tree with a sign mounted to the ground', 'a shadow casting trees on the ground with a sign mounted to the shadow', 'a sign casting shadows on the ground with a tree mounted to the sign', 'a tree casting ground on the shadows with a sign mounted to the tree']",1.0,0.0,798.0,599.0
27,"an air conditioner next to a wall with a switch, and a reflection on the wall",7,4,3,0,1,"['an air conditioner next to a switch with a wall, and a reflection on the switch', 'an air conditioner next to a wall with a switch, and a socket on the wall', 'an air conditioner next to a reflection with a switch, and a wall on the reflection', 'an air conditioner next to a wall with a socket, and a reflection on the wall', 'an reflection next to a wall with a switch, and a air conditioner on the wall']",117.0,2.0,683.0,466.0
48,a taxi on the street with windows by the street and a building with windows,7,4,3,0,1,"['a building on the street with windows by the street and a taxi with windows', 'a taxi on the building with windows by the street and a street with windows', 'a taxi on the street with windows has the street and a building with windows', 'a windows on the street with taxi by the street and a building with taxi', 'a street on the taxi with windows by the taxi and a building with windows']",111.0,16.0,541.0,489.0
53,a doorway to a building with no lighting; there is a tree in front of the building,7,4,3,0,1,"['a doorway to a building with no tree; there is a lighting in front of the building', 'a treeway to a building with no lighting; there is a door in front of the building', 'a doorway to a lighting with no building; there is a tree in front of the lighting', 'a lightingway to a building with no door; there is a tree in front of the building', 'a lighting to a building with no doorway; there is a tree in front of the building']",5.0,3.0,465.0,476.0
74,a screen on a wall with a woman and people on the screen,7,4,3,0,1,"['a screen on a wall with a woman and tv on the screen', 'a tv on a wall with a woman and people on the tv', 'a woman on a wall with a screen and people on the woman', 'a wall on a screen with a woman and people on the wall', 'a screen on a tv with a woman and people on the screen']",469.0,23.0,293.0,506.0
243,a trafficcone on the ground next to a car; a man is walking on the ground,7,4,3,0,1,"['a trafficcone on the car next to a ground; a man is walking on the car', 'a trafficcone on the man next to a car; a ground is walking on the man', 'a car on the ground next to a trafficcone; a man is walking on the ground', 'a trafficcone on the ground next to a man; a car is walking on the ground', 'a man on the ground next to a car; a trafficcone is walking on the ground']",1.0,83.0,530.0,715.0
314,a man walking on a sidewalk with a tree and trashbags,7,4,3,0,1,"['a sidewalk walking on a man with a tree and trashbags', 'a man are sitting on a sidewalk with a tree and trashbags', 'a tree walking on a sidewalk with a man and trashbags', 'a man planted on a sidewalk with a tree and trashbags', 'a trashbags walking on a sidewalk with a tree and man']",253.0,124.0,457.0,321.0
360,a keyboard in front of a monitor on a shelf that is mounted on a wall,7,4,3,0,1,"['a monitor in front of a keyboard on a shelf that is mounted on a wall', 'a wall in front of a monitor on a shelf that is mounted on a keyboard', 'a keyboard behind a monitor on a shelf that is mounted on a wall', 'a keyboard in front of a monitor on a shelf that is behind a wall', 'a shelf in front of a monitor on a keyboard that is mounted on a wall']",0.0,0.0,799.0,440.0
370,a keyboard and monitor on a desk with a chair in front of the desk,7,4,3,0,1,"['a keyboard and monitor on a chair with a desk in front of the chair', 'a chair and monitor on a desk with a keyboard in front of the desk', 'a keyboard and chair on a desk with a monitor in front of the desk', 'a keyboard and desk on a monitor with a chair in front of the desk', 'a keyboard and monitor on a desk with a chair under the desk']",295.0,288.0,312.0,307.0
384,a paper cup on a desk in front of a man in a black chair,7,4,2,1,2,"['a chair on a desk in front of a man in a black paper cup', 'a man on a desk in front of a paper cup in a black chair', 'a paper cup on a man in front of a desk in a black chair', 'a desk on a paper cup in front of a man in a black chair', 'a paper cup on a chair in front of a man in a black desk']",1.0,84.0,797.0,499.0
