image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
1,a car parked on a street next to a tree. the street has a parking meter and a lamp post. there are bikes near the tree.,11,6,5,0,1,"['A car not parked on a street next to a tree. The street has a parking meter and a lamp post. There are bikes near the tree.', 'A car parked on something next to a tree. The street has a parking meter and a lamp post. There are bikes near the tree. There is no street.', 'A car parked on a street next to a tree. The street has a parking meter and a lamp post. There are bikes near the tree. There is no car.', 'A car parked on a street next to a tree. The street has something and a lamp post. There are bikes near the tree. There is no parking meter.', 'A car parked on a street next to something. The street has a parking meter and a lamp post. There are bikes near the tree. There is no tree.']",249.0,0.0,550.0,516.0
2,a tree-lined road with a man at a crosswalk,11,6,5,0,1,"['A tree-lined road with a man at a crosswalk. There is no tree.', 'A tree-lined road with a man not at a crosswalk', 'A tree-lined road with a man at something. There is no crosswalk.', 'There is no tree-lined road with a man at a crosswalk', 'A tree-lined road with something at a crosswalk. There is no man.']",0.0,146.0,466.0,454.0
9,"shelves with books and a baby on them, against a wall with a corkboard and posters",11,6,5,0,1,"['Shelves with books and a baby on them, against something with a corkboard and posters. There is no wall.', 'Shelves with books and a baby on them, against a wall with a corkboard and posters. There is no bookshelf.', 'Shelves with books and a baby on them, against a wall with a corkboard and posters. There are no shelves.', 'Shelves with books and a baby on them, against a wall with something and posters. There is no corkboard.', 'Shelves with books and a baby on them, against a wall with a corkboard and posters. There are no posters.']",22.0,120.0,243.0,351.0
37,"a table with a glass, plate, apples in a bowl, and books",11,7,4,0,3,"['A table with a glass, plate, apples not in a bowl, and books', 'A table with something, plate, apples in a bowl, and books. There are no glass.', 'A table with a glass, plate, apples in something, and books. There is no bowl.', 'There is no table with a glass, plate, apples in a bowl, and books', 'A table with a glass, plate, something in a bowl, and books. There are no apples.']",352.0,287.0,447.0,245.0
64,a windmill with three blades in front of a tree,11,6,5,0,1,"['A windmill with three blades in front of something. There is no tree.', 'A windmill with three blades in front of a tree. There is no blade.', 'A windmill with three blades not in front of a tree', 'A windmill with three something in front of a tree. There are no blades.', 'A windmill with three blades in front of a tree. There is no windmill.']",217.0,35.0,300.0,372.0
82,"a coffee maker on a counter with a washing machine and dishwasher under the counter, cabinets above the counter, and a sink on the counter",11,6,5,0,1,"['A coffee maker on a counter with a washing machine and dishwasher under the counter, something above the counter, and a sink on the counter. There are no cabinets.', 'A coffee maker on something with a washing machine and dishwasher under the counter, cabinets above the counter, and a sink on the counter. There is no counter.', 'A coffee maker on a counter with something and dishwasher under the counter, cabinets above the counter, and a sink on the counter. There is no washing machine.', 'A coffee maker on a counter with a washing machine and dishwasher under the counter, cabinets not above the counter, and a sink on the counter', 'A coffee maker on a counter with a washing machine and dishwasher not under the counter, cabinets above the counter, and a sink on the counter']",1.0,26.0,382.0,572.0
94,"a plate with grapes, a grape, shrimp, fruit, and eggs on it",11,6,5,0,1,"['There is no plate with grapes, a grape, shrimp, fruit, and eggs on it', 'A plate with grapes, a grape, shrimp, fruit, and eggs on it. There is no plate.', 'A plate with grapes, a grape, shrimp, fruit, and something on it. There are no eggs.', 'A plate with grapes, a grape, shrimp, fruit, and eggs on it. There is no fruit.', 'A plate with grapes, something, shrimp, fruit, and eggs on it. There is no grape.']",98.0,36.0,317.0,300.0
98,"a cardboard under a pan, and a deep dish pizza in the pan. the pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.",11,4,4,3,1,"['A cardboard not under a pan, and a deep dish pizza in the pan. The pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.', 'A cardboard under a pan, and a deep dish pizza in the pan. The pan is filled with the deep dish pizza and in the deep dish pizza. There is no spatula.', 'A cardboard under a pan, and a deep dish pizza in the pan. The pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.', 'There is no cardboard under a pan, and a deep dish pizza in the pan. The pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza.', 'A cardboard under something, and a deep dish pizza in the pan. The pan is filled with the deep dish pizza and there is a spatula in the deep dish pizza. There is no pan.']",242.0,80.0,258.0,212.0
136,building with a window and an archway underneath it. there is a tree outside the building and a ramp near the building. there is a person underneath the building.,11,6,5,0,1,"['Building with a window and an archway underneath it. There is a tree not outside the building and a ramp near the building. There is a person underneath the building.', 'Building with a window and an archway underneath it. There is a tree outside the building and a ramp not near the building. There is a person underneath the building.', 'Building with a window and an archway underneath it.  Outside the building and a ramp near the building. There is a person underneath the building. There is no tree.', 'Building with a window and an archway not underneath it. There is a tree outside the building and a ramp near the building. There is a person not underneath the building.', 'Building with something and an archway underneath it. There is a tree outside the building and a ramp near the building. There is a person underneath the building. There is no window.']",0.0,73.0,582.0,333.0
156,a man with two eyes and a torso. the man is standing in a room and has a hand.,11,6,5,0,1,"['A man with two eyes and a torso. The man is standing in something and has a hand. There is no room.', 'A man with two eyes and a torso. The man is not standing in a room and has a hand.', 'A man with two eyes and a torso. The man is standing in a room and has something. There is no hand.', 'A man with two eyes and something. The man is standing in a room and has a hand. There is no torso.', 'There is no man with two eyes and a torso. The man is standing in a room and has a hand.']",2.0,1.0,637.0,477.0
271,street with cars parked on it and a fire hydrant and sidewalk next to it,11,7,4,0,3,"['Street with cars parked on it and a fire hydrant and sidewalk next to it. There is no car.', 'Street with cars parked on it and a fire hydrant and something next to it. There is no sidewalk.', 'Street with cars parked on it and a fire hydrant and sidewalk next to it. There is no street.', 'Street with something parked on it and a fire hydrant and sidewalk next to it. There are no cars.', 'Street with cars parked on it and a fire a that is not hydrant and sidewalk next to it']",282.0,270.0,514.0,326.0
