image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
1,a building with windows and a sign,5,3,2,0,1,"{'A building not with windows and a sign', 'A building with something and a sign. There are no windows.', 'A building with windows and a sign. There is no building.', 'There is no building with windows and a sign', 'A building with windows and something. There is no sign.'}",1.0,2.0,774.0,536.0
30,"curtains near a window, with a picture taken at the window",5,3,2,0,1,"['Curtains near a window, with something taken at the window. There is no picture.', 'Curtains near something, with a picture taken at the window. There is no window.', 'there are no curtains near a window, with a picture taken at the window', 'Curtains near a window, with a picture taken at the window. There is no curtain.', 'Curtains near a window, with a picture taken at the window. There are no curtains.']",154.0,47.0,303.0,362.0
37,flowers near a chair with pillows on it,5,3,2,0,1,"{'Flowers near a chair with pillows on it. There are no flowers.', 'there are no flowers near a chair with pillows on it', 'Flowers not near a chair with pillows on it', 'Flowers near something with pillows on it. There is no chair.', 'Flowers near a chair with something on it. There are no pillows.'}",0.0,192.0,278.0,406.0
38,flowers in a basket on the ground,5,3,2,0,1,"['there are no flowers in a basket on the ground', 'Flowers in a basket on the ground. There are no flowers.', 'Flowers in a basket on something. There is no ground.', 'Flowers in a basket on the ground. There is no shadow.', 'Flowers in something on the ground. There is no basket.']",0.0,3.0,780.0,796.0
40,a shelf with books in the background,5,3,2,0,1,"['A shelf not with books in the background', 'A shelf with books in the background. There is no shelf.', 'A shelf with books not in the background', 'A shelf with books in something. There is no background.', 'There is no shelf with books in the background']",0.0,1.0,557.0,473.0
45,a suv in an intersection with a line,5,3,2,0,1,"['A SUV in something with a line. There is no intersection.', 'A SUV in an intersection with a line. There are no marks.', 'A SUV in an intersection with a line. There is no SUV.', 'A SUV not in an intersection with a line', 'A SUV in an intersection with something. There is no line.']",255.0,224.0,544.0,376.0
47,flags` and a sign on a building,5,3,2,0,1,"{'Flags` and a sign not on a building', 'Flags` and a sign on a building. There is no flags`.', 'Flags` and a sign on something. There is no building.', 'There is no flags` and a sign on a building', 'Flags` and something on a building. There is no sign.'}",18.0,9.0,261.0,262.0
48,a planter for trees and plants,5,3,2,0,1,"['A planter for something and plants. There are no trees.', 'A planter not for trees and plants', 'A planter for trees and plants. There is no planter.', 'There is no planter for trees and plants', 'A planter for trees and plants. There is no flower pot.']",136.0,69.0,410.0,402.0
68,wire and socket on a wall,5,3,2,0,1,"{'Wire and socket on a wall. There is no wire.', 'There is no wire and socket on a wall', 'Wire and socket on something. There is no wall.', 'Wire and socket not on a wall', 'Wire and something on a wall. There is no socket.'}",8.0,10.0,446.0,296.0
77,a man inside a room with a window,5,3,2,0,1,"{'A man not inside a room with a window', 'There is no man inside a room with a window', 'A man inside a room with something. There is no window.', 'A man inside a room with a window. There is no man.', 'A man inside something with a window. There is no room.'}",10.0,3.0,788.0,594.0
94,olives and grape on a plate,5,3,2,0,1,"{'Olives and grape on something. There is no plate.', 'Olives and grape not on a plate', 'There is no olives and grape on a plate', 'Olives and something on a plate. There is no grape.', 'Olives and grape on a plate. There are no olives.'}",105.0,24.0,302.0,326.0
111,"label on a bottle, and the lid of the bottle",5,3,2,0,1,"{'Label on a bottle, and the lid not of the bottle', 'Label on a bottle, and the lid of the bottle. There is no label.', 'Label on a bottle, and something of the bottle. There is no lid.', 'There is no label on a bottle, and the lid of the bottle', 'Label on something, and the lid of the bottle. There is no bottle.'}",178.0,8.0,287.0,412.0
112,back and armrest of an office chair,5,3,2,0,1,"['Back and armrest not of an office chair', 'There is no back and armrest of an office chair', 'Back and that are not armrest of an office chair', 'Back and armrest of something. There is no office chair.', 'Back and something of an office chair. There is no armrest.']",537.0,329.0,261.0,267.0
121,dvd on a shelf with a book,5,3,2,0,1,"{'Dvd not on a shelf with a book', 'Dvd on a shelf with something. There is no book.', 'Dvd on something with a book. There is no shelf.', 'There is no DVD on a shelf with a book', 'Dvd on a shelf with a book. There is no DVD.'}",8.0,29.0,638.0,506.0
124,flowers on decorations on a wall,5,3,2,0,1,"{'Flowers on decorations on something. There is no wall.', 'Flowers not on decorations not on a wall', 'Flowers on decorations on a wall. There are no flowers.', 'there are no flowers on decorations on a wall', 'Flowers on something on a wall. There are no decorations.'}",414.0,1.0,324.0,305.0
126,"a line of people on a bus, and a light",5,3,2,0,1,"{'A line of people not on a bus, and a light', 'A line of people on a bus, and something. There is no light.', 'There is no line of people on a bus, and a light', 'A line of people on something, and a light. There are no buses.', 'A line of people on a bus, and a light. There is no line.'}",127.0,194.0,214.0,232.0
134,eyes and mane of a zebra,5,3,2,0,1,"{'Eyes and mane of a zebra. There are no eyes.', 'Eyes and mane not of a zebra', 'Eyes and mane of something. There is no zebra.', 'Eyes and something of a zebra. There is no mane.', 'There is no eyes and mane of a zebra'}",118.0,61.0,520.0,423.0
135,"stairs on a building, with a balcony around it",5,3,2,0,1,"['there are no stairs on a building, with a balcony around it', 'Stairs on a building, with a balcony not around it', 'Stairs on a building, with a balcony around it. There are no stairs.', 'Stairs not on a building, with a balcony around it', 'Stairs on something, with a balcony around it. There is no building.']",280.0,193.0,518.0,301.0
146,wheel with spokes. there is a moped.,5,3,1,1,2,"{'Wheel with spokes. There is a moped. There is no wheel.', 'Wheel not with spokes. There is a moped.', 'Wheel with spokes. There is a moped. There are no spokes.', 'Wheel with spokes. . There is no moped.', 'There is no wheel with spokes. There is a moped.'}",204.0,171.0,412.0,257.0
