image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
2359296,lamp next to bed. there is a end table.,4,3,1,0,2,"{'Lamp not next to bed. There is an end table.', 'Lamp next to bed. There is an end table. There is no lamp.', 'Lamp next to bed. . There is no end table.', 'There is no lamp next to bed. There is an end table.', 'Lamp next to bed. There is an end table. There is no bed.'}",42.0,73.0,269.0,190.0
13,computer on floor. floor under computer.,4,2,2,0,1,"['Computer on floor. Floor under computer. There is no computer.', 'Computer not on floor. Floor under computer.', 'Computer on floor. Floor not under computer.', 'There is no computer on floor. Floor under computer.', 'Computer on floor. Something under computer. There is no floor.']",237.0,391.0,402.0,208.0
36,reflection in light. light from light.,4,2,2,0,1,"{'Reflection in light. Light not from light.', 'There is no reflection in light. Light from light.', 'Reflection not in light. Light from light.', 'Reflection in light. Light from light. There is no reflection.', 'Reflection in light. Something from light. There is no light.'}",300.0,90.0,328.0,308.0
40,lamp stand on table. table under lamp stand.,4,2,2,0,1,"['There is no lamp stand on table. Table under lamp stand.', 'Lamp stand on table. Something under lamp stand. There is no table.', 'Lamp stand not on table. Table under lamp stand.', 'Lamp stand on table. Table under lamp stand. There is no lamp stand.', 'Lamp stand on table. Table under lamp stand. There is no floor.']",100.0,346.0,457.0,453.0
48,leaves on tree. tree has leaves.,4,2,2,0,1,"{'Leaves on tree. Tree has leaves. There are no leaves.', 'Leaves not on tree. Tree has leaves.', 'there are no leaves on tree. Tree has leaves.', 'Leaves on tree. Something has leaves. There is no tree.', 'Leaves on tree. Tree not has leaves.'}",14.0,2.0,356.0,449.0
64,building has balcony. there is a windows.,4,3,1,0,2,"{'Building not has balcony. there are a windows.', 'There is no building has balcony. there are a windows.', 'Building has balcony. there are a windows. There is no balcony.', 'Building has balcony. . There are no windows.', 'Building has balcony. there are a windows. There is no building.'}",465.0,12.0,247.0,333.0
88,painting hanging on wall. there is a fireplace.,4,3,1,0,2,"{'Painting hanging on wall. . There is no fireplace.', 'Painting hanging on wall. There is a fireplace. There is no wall.', 'Painting hanging on wall. There is a fireplace. There is no painting.', 'Painting not hanging on wall. There is a fireplace.', 'There is no painting hanging on wall. There is a fireplace.'}",7.0,1.0,164.0,278.0
118,lamp has stand. there is a lamp shade.,4,3,1,0,2,"{'Lamp has stand. There is a something shade. There is no lamp.', 'Lamp not has stand. There is a lamp shade.', 'There is no lamp has stand. There is a lamp shade.', 'Lamp has stand. There is a lamp shade. There is no lamp shade.', 'Lamp has stand. There is a lamp shade. There is no stand.'}",311.0,49.0,183.0,292.0
168,luggage has trim. there is a floors.,4,3,1,0,2,"{'There is no luggage has trim. there are a floors.', 'Luggage has trim. . There are no floors.', 'Luggage has trim. there are a floors. There is no trim.', 'Luggage not has trim. there are a floors.', 'Luggage has trim. there are a floors. There is no luggage.'}",75.0,450.0,406.0,349.0
169,windows behind trays. there is a racks.,4,3,1,0,2,"{'Windows behind trays. there are a racks. There are no windows.', 'Windows behind trays. there are a racks. There are no trays.', 'Windows behind trays. . There are no racks.', 'there are no windows behind trays. there are a racks.', 'Windows not behind trays. there are a racks.'}",3.0,2.0,495.0,370.0
