image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
5,computer and cables on a floor in a room with a heater.,9,5,4,0,1,"['Computer and cables on a floor in a room not with a heater.', 'There is no computer and cables on a floor in a room with a heater.', 'Computer and cables on a floor in a room with a heater. There is no computer.', 'Computer and cables on a floor in something with a heater. There is no room.', 'Computer and cables on something in a room with a heater. There is no floor.']",0.0,2.0,795.0,597.0
28,"book, vase with flowers, and bowl on a table",9,5,4,0,1,"['Book, vase with flowers, and bowl not on a table', 'Book, vase with flowers, and bowl on a table. There is no book.', 'There is no book, vase with flowers, and bowl on a table', 'Book, vase with flowers, and bowl on something. There is no table.', 'Book, vase with flowers, and something on a table. There is no bowl.']",83.0,362.0,453.0,238.0
58,a guy on his way under an underpass at the end of a street with a design; a woman is walking down the street,9,5,4,0,1,"['A guy on his way under an underpass at the end of something with a design; a woman is walking down the street. There is no street.', 'A guy on his way under an underpass at the end of a street with something ; a woman is walking down the street. There is no design.', 'A guy on his way under an underpass at the end of a street with a design; something is walking down the street. There is no woman.', 'A guy on his way under something at the end of a street with a design; a woman is walking down the street. There are no underpasses.', 'A guy on his way under an underpass at the end of a street with a design; a woman is walking down the street. There is no guy.']",0.0,178.0,800.0,420.0
79,a couch with a cushion and a lamp near a rack and fireplace,9,5,4,0,2,"['A couch not with a cushion and a lamp near a rack and fireplace', 'A couch with a cushion and a lamp near a rack and fireplace. There is no fireplace.', 'A couch with a cushion and a lamp near a rack and fireplace. There is no couch.', 'A couch with a cushion and a lamp near something and fireplace. There is no rack.', 'There is no couch with a cushion and a lamp near a rack and fireplace']",251.0,152.0,329.0,202.0
95,salad fork and three glasses on a table,9,5,4,0,1,"{'Salad fork and three glasses on something. There is no table.', 'Salad fork and three glasses not on a table', 'Salad fork and three glasses on a table. There is no salad fork.', 'Salad fork and three glasses on a table. There are no glass.', 'There is no salad fork and three glasses on a table'}",2.0,1.0,352.0,497.0
136,"there is a building with a window and a ramp. there is a person under the building, and a tree outside the building.",9,5,4,0,1,"[' With a window and a ramp. There is a person under the building, and a tree outside the building. There is no building.', 'There is no there is a building with a window and a ramp. There is a person under the building, and a tree outside the building.', 'There is a building with a window and something. There is a person under the building, and a tree outside the building. There is no ramp.', 'There is a building with a window and a ramp. There is a person under the building, and a tree not outside the building.', 'There is a building with a window and a ramp. There is a person under the building, and something outside the building. There is no tree.']",0.0,73.0,582.0,333.0
171,a boy standing near a batter who is standing at home plate. the batter has a belt around his waist.,9,5,4,0,1,"['A boy standing near a batter who is standing at home plate. The batter has a belt not around his waist.', 'A boy standing near a batter who is standing at home plate. The batter has something around his waist. There is no belt.', 'A boy standing near something who is standing at home plate. The batter has a belt around his waist. There is no batter.', 'There is no boy standing near a batter who is standing at home plate. The batter has a belt around his waist.', 'A boy standing not near a batter who is standing at home plate. The batter has a belt around his waist.']",401.0,74.0,225.0,429.0
184,pictures on a wall with a thermostat control,9,5,4,0,1,"['Pictures on a wall with a control that is not thermostat', 'Pictures on something with a thermostat control. There is no wall.', 'Pictures on a wall with a thermostat control. There is no picture.', 'Pictures on a wall with a thermostat control. There is no control.', 'there are no pictures on a wall with a thermostat control']",2.0,0.0,385.0,377.0
231,a door on a car driving down an intersection with a yield sign,9,5,4,0,1,"['A door on a car not driving down an intersection with a yield sign', 'A door on a car driving down an intersection with something. There is no yield sign.', 'A door on a car driving down something with a yield sign. There is no intersection.', 'There is no door on a car driving down an intersection with a yield sign', 'A door on something driving down an intersection with a yield sign. There is no car.']",1.0,129.0,794.0,469.0
236,cars on a road near a building with windows,9,5,4,0,2,"['Cars on a road near a building with windows. There is no car.', 'Cars not on a road near a building with windows', 'Cars on a road near a building with windows. There are no windows.', 'Cars on a road near something with windows. There is no building.', 'Cars on a road near a building with windows. There are no cars.']",74.0,13.0,725.0,581.0
